id,name,category,subcategory,type,price,brand,quantity
506,NESLE dark chocolate wafer 3 x30 g,Breakfast-Snacks and Drinks,Snacks,Wafer,1.5,NESLE,90 g
507,MS milk chocolate wafer bug 150 g,Breakfast-Snacks and Drinks,Snacks,Wafer,1.5,My Super,150 g
508,MS biscuits petit beurre classic 200 g,Breakfast-Snacks and Drinks,Snacks,Cookie,1.2,My Super,200 g
509,MS biscuits petit beurre no sugar 200 g,Breakfast-Snacks and Drinks,Snacks,Cookie,1.2,My Super,200 g
510,MS cookies speculoos 200 g,Breakfast-Snacks and Drinks,Snacks,Cookie,1.2,My Super,200 g
511,BIRANTA biscuits 200 g,Breakfast-Snacks and Drinks,Snacks,Cookie,1.5,BIRANTA,200 g
512,BIRANTA biscuits 100 g,Breakfast-Snacks and Drinks,Snacks,Cookie,1,BIRANTA,100 g
513,MS cookies with chocolate 150 g,Breakfast-Snacks and Drinks,Snacks,Cookie,1,My Super,150 g
514,MS chocolate cookies 150 g,Breakfast-Snacks and Drinks,Snacks,Cookie,1.5,My Super,150 g
515,NESLE soft chocolate cookie 80 g,Breakfast-Snacks and Drinks,Snacks,Cookie,1,NESLE,80 g
516,BIRANTA biscuits no sugar 200 g,Breakfast-Snacks and Drinks,Snacks,Cookie,2,BIRANTA,200 g
517,C4C chocolate cookies 100 g,Breakfast-Snacks and Drinks,Snacks,Cookie,1.2,Cookies4Cookies,100 g
518,C4C soft cookies 200 g,Breakfast-Snacks and Drinks,Snacks,Cookie,2.5,Cookies4Cookies,200 g
519,C4C biscuits with berries 100 g,Breakfast-Snacks and Drinks,Snacks,Cookie,1.2,Cookies4Cookies,100 g
520,MS petit beurre with chocolate 100 g,Breakfast-Snacks and Drinks,Snacks,Cookie,1.2,My Super,100 g
521,MS petit beurre with dark chocolate 100 g,Breakfast-Snacks and Drinks,Snacks,Cookie,1.2,My Super,100 g
522,MS biscuits with cinamon 100 g,Breakfast-Snacks and Drinks,Snacks,Cookie,1.2,My Super,100 g
523,BIRANTA biscuits with cinamon 200 g,Breakfast-Snacks and Drinks,Snacks,Cookie,2.2,BIRANTA,200 g
524,MS butter biscuits 100 g,Breakfast-Snacks and Drinks,Snacks,Cookie,1.5,My Super,100 g
525,MS biscuits with cocoa cream 200 g,Breakfast-Snacks and Drinks,Snacks,Cookie,2.5,My Super,200 g
526,C4C double stuffed cookies with chocolate 200 g,Breakfast-Snacks and Drinks,Snacks,Cookie,2.5,Cookies4Cookies,200 g
527,NESLE cookie bites 100 g,Breakfast-Snacks and Drinks,Snacks,Cookie,1.6,NESLE,100 g
528,BOLANTA oat biscuits 200 g,Breakfast-Snacks and Drinks,Snacks,Cookie,2,BOLANTA,200 g
529,BOLANTA oat biscuits with dark chocolate 200 g,Breakfast-Snacks and Drinks,Snacks,Cookie,2,BOLANTA,200 g
530,BOLANTA oat biscuits no sugar 200 g,Breakfast-Snacks and Drinks,Snacks,Cookie,2,BOLANTA,200 g
531,MS big soft cookie 80 g,Breakfast-Snacks and Drinks,Snacks,Cookie,1.5,My Super,80 g
532,NESLE vanilla cookies 160 g,Breakfast-Snacks and Drinks,Snacks,Cookie,2,NESLE,160 g
533,MS honey candies 30 g,Breakfast-Snacks and Drinks,Snacks,Candy,1.2,My Super,30 g
534,MS lemon candies 30 g,Breakfast-Snacks and Drinks,Snacks,Candy,1.2,My Super,30 g
535,MS fresh breath candies 30 g,Breakfast-Snacks and Drinks,Snacks,Candy,1.2,My Super,30 g
536,MS lemon candies no sugar 30 g,Breakfast-Snacks and Drinks,Snacks,Candy,1.2,My Super,30 g
537,MS cherry candies 30 g,Breakfast-Snacks and Drinks,Snacks,Candy,1.2,My Super,30 g
538,MS butter candies 30 g,Breakfast-Snacks and Drinks,Snacks,Candy,1.2,My Super,30 g
539,MS jelly candies 300 g,Breakfast-Snacks and Drinks,Snacks,Candy,1.6,My Super,300 g
540,MS cinamon candies 30 g,Breakfast-Snacks and Drinks,Snacks,Candy,1.2,My Super,30 g
541,MS marshmallow mix 100 g,Breakfast-Snacks and Drinks,Snacks,Candy,1.2,My Super,100 g
542,MS coke jelly candies 200 g,Breakfast-Snacks and Drinks,Snacks,Candy,1.2,My Super,200 g
543,MS fruit jelly candies 200 g,Breakfast-Snacks and Drinks,Snacks,Candy,1.2,My Super,200 g
544,MS happy faces candies 200 g,Breakfast-Snacks and Drinks,Snacks,Candy,1.2,My Super,200 g
545,MS cinamon gum 15 g,Breakfast-Snacks and Drinks,Snacks,Chewing gum,1,My Super,15 g
546,MS lemon gum 15 g,Breakfast-Snacks and Drinks,Snacks,Chewing gum,1,My Super,15 g
547,MS mint gum 15 g,Breakfast-Snacks and Drinks,Snacks,Chewing gum,1,My Super,15 g
548,MS mint gum 100 g,Breakfast-Snacks and Drinks,Snacks,Chewing gum,4,My Super,100 g
549,MS bubble gum 25 g,Breakfast-Snacks and Drinks,Snacks,Chewing gum,1,My Super,25 g
550,MS cherry gum no sugar 15 g,Breakfast-Snacks and Drinks,Snacks,Chewing gum,1,My Super,15 g
551,MS white teeth gum 50 g,Breakfast-Snacks and Drinks,Snacks,Chewing gum,2,My Super,50 g
552,MS freshmint gum 25 g,Breakfast-Snacks and Drinks,Snacks,Chewing gum,1,My Super,25 g
553,MS bubblemint gum 50 g,Breakfast-Snacks and Drinks,Snacks,Chewing gum,2,My Super,50 g
554,MS Chios traditional gum 50 g,Breakfast-Snacks and Drinks,Snacks,Chewing gum,3,My Super,50 g
555,ABINI crackers with sea salt 180 g,Breakfast-Snacks and Drinks,Snacks,Cracker,1.5,ABINI,180 g
556,ABINI crackers with salt 180 g,Breakfast-Snacks and Drinks,Snacks,Cracker,1.5,ABINI,180 g
557,ABINI mini crackers 50 g,Breakfast-Snacks and Drinks,Snacks,Cracker,0.5,ABINI,50 g
558,ABINI crackers with tomato 120 g,Breakfast-Snacks and Drinks,Snacks,Cracker,1.2,ABINI,120 g
559,ABINI crackers with oregano 120 g,Breakfast-Snacks and Drinks,Snacks,Cracker,1.2,ABINI,120 g
560,ABINI cream crackers 120 g,Breakfast-Snacks and Drinks,Snacks,Cracker,1.2,ABINI,120 g
561,ABINI crackers with feta 120 g,Breakfast-Snacks and Drinks,Snacks,Cracker,1.2,ABINI,120 g
562,ABINI crackers with parmesan  120 g,Breakfast-Snacks and Drinks,Snacks,Cracker,1.2,ABINI,120 g
563,MS mini crackers 100 g,Breakfast-Snacks and Drinks,Snacks,Cracker,1,My Super,100 g
564,MS crackers with bbq 100 g,Breakfast-Snacks and Drinks,Snacks,Cracker,1,My Super,100 g
565,MS crackers with salt 100 g,Breakfast-Snacks and Drinks,Snacks,Cracker,1,My Super,100 g
566,MS crackers with sesami 100 g,Breakfast-Snacks and Drinks,Snacks,Cracker,1,My Super,100 g
567,MS crackers with spinach 100 g,Breakfast-Snacks and Drinks,Snacks,Cracker,1,My Super,100 g
568,MS sweet crackers 100 g,Breakfast-Snacks and Drinks,Snacks,Cracker,1,My Super,100 g
569,MS pizza crackers 100 g,Breakfast-Snacks and Drinks,Snacks,Cracker,1,My Super,100 g
570,JUBO popcorn 100 g,Breakfast-Snacks and Drinks,Snacks,Popcorn,1.2,JUBO,100 g
571,JUBO bbq popcorn 100g,Breakfast-Snacks and Drinks,Snacks,Popcorn,1.2,JUBO,100 g
572,JUBO butter popcorn 100 g,Breakfast-Snacks and Drinks,Snacks,Popcorn,1.2,JUBO,100 g
573,MS popcorn 100 g,Breakfast-Snacks and Drinks,Snacks,Popcorn,1,My Super,100 g
574,JUBO pizza popcorn 100 g,Breakfast-Snacks and Drinks,Snacks,Popcorn,1.2,JUBO,100 g
575,MS chips salt 100 g,Breakfast-Snacks and Drinks,Snacks,Potato chip,1.2,My Super,100 g
576,MS chips bbq 100 g,Breakfast-Snacks and Drinks,Snacks,Potato chip,1.2,My Super,100 g
577,MS chips oregano 100 g,Breakfast-Snacks and Drinks,Snacks,Potato chip,1.2,My Super,100 g
578,MS chips ketchup 100 g,Breakfast-Snacks and Drinks,Snacks,Potato chip,1.2,My Super,100 g
579,MS chips vinegar 100 g,Breakfast-Snacks and Drinks,Snacks,Potato chip,1.2,My Super,100 g
580,MS chips pepper 100 g,Breakfast-Snacks and Drinks,Snacks,Potato chip,1.2,My Super,100 g
581,JUBO chips salt 100 g,Breakfast-Snacks and Drinks,Snacks,Potato chip,1.5,JUBO,100 g
582,JUBO chips bbq 100 g,Breakfast-Snacks and Drinks,Snacks,Potato chip,1.5,JUBO,100 g
583,JUBO chips oregano 100 g,Breakfast-Snacks and Drinks,Snacks,Potato chip,1.5,JUBO,100 g
584,JUBO chips ketchup 100 g,Breakfast-Snacks and Drinks,Snacks,Potato chip,1.5,JUBO,100 g
585,JUBO chips vinegar 100 g,Breakfast-Snacks and Drinks,Snacks,Potato chip,1.5,JUBO,100 g
586,JUBO chips pepper 100 g,Breakfast-Snacks and Drinks,Snacks,Potato chip,1.5,JUBO,100 g
587,MS cheese puffs 100 g,Breakfast-Snacks and Drinks,Snacks,Cheese puffs,1,My Super,100 g
588,JUBO cheese puffs 100 g,Breakfast-Snacks and Drinks,Snacks,Cheese puffs,1.5,JUBO,100 g
589,JUBO cheese puffs with onion 100 g,Breakfast-Snacks and Drinks,Snacks,Cheese puffs,1.5,JUBO,100 g
590,JUBO cheese puffs with vinegar 100 g,Breakfast-Snacks and Drinks,Snacks,Cheese puffs,1.5,JUBO,100 g
591,MS corn chips salt 100 g,Breakfast-Snacks and Drinks,Snacks,Corn chip,1,My Super,100 g
592,MS corn chips pizza 100 g,Breakfast-Snacks and Drinks,Snacks,Corn chip,1,My Super,100 g
593,MS corn chips ketchup 100 g,Breakfast-Snacks and Drinks,Snacks,Corn chip,1,My Super,100 g
594,MS corn chips pepper 100 g,Breakfast-Snacks and Drinks,Snacks,Corn chip,1,My Super,100 g
595,MS corn chipps vinegar 100 g,Breakfast-Snacks and Drinks,Snacks,Corn chip,1,My Super,100 g
596,JUBO corn chips salt 100 g,Breakfast-Snacks and Drinks,Snacks,Corn chip,1.5,JUBO,100 g
597,JUBO corn chips pizza 100 g,Breakfast-Snacks and Drinks,Snacks,Corn chip,1.5,JUBO,100 g
598,JUBO corn chips ketchup 100 g,Breakfast-Snacks and Drinks,Snacks,Corn chip,1.5,JUBO,100 g
599,JUBO corn chips pepper 100 g,Breakfast-Snacks and Drinks,Snacks,Corn chip,1.5,JUBO,100 g
600,JUBO corn chipps vinegar 100 g,Breakfast-Snacks and Drinks,Snacks,Corn chip,1.5,JUBO,100 g
601,BISKO spaghetti No6 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Pasta,0.8,BISKO,500 g
602,BISKO spaghetti No10 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Pasta,0.8,BISKO,500 g
603,BISKO spaghetti No7 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Pasta,0.8,BISKO,500 g
604,BISKO spaghetti No5 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Pasta,0.8,BISKO,500 g
605,BISKO spaghetti No12 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Pasta,0.8,BISKO,500 g
606,BISKO spaghetti pastitsio 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Pasta,0.8,BISKO,500 g
607,BISKO spaghetti No2 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Pasta,0.8,BISKO,500 g
608,BISKO spaghetti No9 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Pasta,0.8,BISKO,500 g
609,BISKO spaghetti No11 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Pasta,0.8,BISKO,500 g
610,BISKO spaghetti gluten free 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Pasta,1.2,BISKO,500 g
611,BELISSA spaghetti No6 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Pasta,0.8,BELISSA,500 g
612,BELISSA spaghetti No10 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Pasta,0.8,BELISSA,500 g
613,BELISSA spaghetti No7 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Pasta,0.8,BELISSA,500 g
614,BELISSA spaghetti No5 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Pasta,0.8,BELISSA,500 g
615,BELISSA spaghetti No12 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Pasta,0.8,BELISSA,500 g
616,BELISSA spaghetti pastitsio 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Pasta,0.8,BELISSA,500 g
617,BELISSA spaghetti No2 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Pasta,0.8,BELISSA,500 g
618,BELISSA spaghetti No9 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Pasta,0.8,BELISSA,500 g
619,BELISSA spaghetti No11 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Pasta,0.8,BELISSA,500 g
620,BELISSA spaghetti gluten free 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Pasta,1.2,BELISSA,500 g
621,BELISSA penne 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Pasta,0.8,BELISSA,500 g
622,BELISSA twist pasta 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Pasta,0.8,BELISSA,500 g
623,BISKO rigatoni 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Pasta,1.1,BISKO,500 g
624,BISKO pasta screws 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Pasta,0.8,BISKO,500 g
625,BISKO fusili 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Pasta,1.1,BISKO,500 g
626,BISKO orzo 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Pasta,1,BISKO,500 g
627,MS orzo 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Pasta,1,My Super,500 g
628,BELISSA orzo 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Pasta,1,BELISSA,500 g
629,BELISSA short pasta 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Pasta,0.8,BELISSA,500 g
630,BELISSA farfalle 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Pasta,1.1,BELISSA,500 g
631,BELISSA lasagne 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Pasta,1.1,BELISSA,500 g
632,BELISSA cannelloni 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Pasta,1.1,BELISSA,500 g
633,BELISSA tortellini with cheese 250 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Pasta,2.5,BELISSA,250 g
634,BISKO tortellini with cheese 250 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Pasta,2.5,BISKO,250 g
635,BELISSA tortellini with meat 250 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Pasta,2.5,BELISSA,250 g
636,BISKO tortellini with meat 250 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Pasta,2.5,BISKO,250 g
637,MS bechamel 200 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Pasta,1.5,My Super,200 g
638,ABRINO brown rice 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Rice,1,ABRINO,500 g
639,ABRINO basmati rice 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Rice,1,ABRINO,500 g
640,ABRINO jasmine rice 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Rice,1,ABRINO,500 g
641,ABRINO arborio rice 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Rice,1,ABRINO,500 g
642,ABRINO black rice 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Rice,1,ABRINO,500 g
643,ABRINO parboiled rice 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Rice,1,ABRINO,500 g
644,ABRINO white rice 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Rice,1,ABRINO,500 g
645,ABRINO japanese rice 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Rice,1,ABRINO,500 g
646,MS white rice 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Rice,1,My Super,500 g
647,MS basmati rice 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Rice,1,My Super,500 g
648,MS brown rice 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Rice,1,My Super,500 g
649,MS beans imported 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Legume,1.2,My Super,500 g
650,MS lima beans 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Legume,1.1,My Super,500 g
651,MS black eyed peas 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Legume,1,My Super,500 g
652,MS broad beans 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Legume,1.2,My Super,500 g
653,ABRINO lima beans 250 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Legume,1.2,ABRINO,250 g
654,ABRINO black eyed peas 250 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Legume,1.1,ABRINO,250 g
655,ABRINO broad beans 250 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Legume,1.3,ABRINO,250 g
656,ABRINO red beans 250 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Legume,1.2,ABRINO,250 g
657,MS lentils domestic 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Legume,1,My Super,500 g
658,MS lentils imported 250 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Legume,1,My Super,250 g
659,ABRINO red lentils 250 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Legume,0.8,ABRINO,250 g
660,ABRINO thick lentils 250 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Legume,1,ABRINO,250 g
661,ABRINO thin lentils 250 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Legume,1,ABRINO,250 g
662,ABRINO chickpeas 250 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Legume,1,ABRINO,250 g
663,MS chickpeas 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Legume,1.2,My Super,500 g
664,ABRINO fava bean 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Legume,2,ABRINO,500 g
665,MS fava imported 500 g,Basic packaged foods-Freezer,Pasta-Rice-Legume,Legume,2,My Super,500 g
666,MS olive oil 1 lt,Basic packaged foods-Freezer,Cooking oil,Olive oil,8,My Super,1 lt
667,MS extra virgin olive oil 1 lt,Basic packaged foods-Freezer,Cooking oil,Olive oil,12,My Super,1 lt
668,OW olive oil 1 lt,Basic packaged foods-Freezer,Cooking oil,Olive oil,10,Oil World,1 lt
669,OW extra virgin olive oil 1 lt,Basic packaged foods-Freezer,Cooking oil,Olive oil,14,Oil World,1 lt
670,MS olive oil 1 lt,Basic packaged foods-Freezer,Cooking oil,Olive pomace oil,5,My Super,1 lt
671,OW olive oil 1 lt,Basic packaged foods-Freezer,Cooking oil,Olive pomace oil,8,Oil World,1 lt
672,MS corn oil 1 lt,Basic packaged foods-Freezer,Cooking oil,Corn oil,2,My Super,1 lt
673,MS corn oil 5 lt,Basic packaged foods-Freezer,Cooking oil,Corn oil,8,My Super,5 lt
674,OW corn oil 1 lt,Basic packaged foods-Freezer,Cooking oil,Corn oil,2.5,Oil World,1 lt
675,OW corn oil 5 lt,Basic packaged foods-Freezer,Cooking oil,Corn oil,10,Oil World,5 lt
676,MS sunflower oil 1 lt,Basic packaged foods-Freezer,Cooking oil,Sunflower oil,1.5,My Super,1 lt
677,MS sunflower oil 5 lt,Basic packaged foods-Freezer,Cooking oil,Sunflower oil,6,My Super,5 lt
678,OW sunflower oil 1 lt,Basic packaged foods-Freezer,Cooking oil,Sunflower oil,2,Oil World,1 lt
679,OW sunflower oil 5 lt,Basic packaged foods-Freezer,Cooking oil,Sunflower oil,8,Oil World,5 lt
680,MS pickled cucumber jar 300 g,Basic packaged foods-Freezer,Jar and Canned food,Jar,2.5,My Super,300 g
681,MS pickled pepper jar 300 g,Basic packaged foods-Freezer,Jar and Canned food,Jar,2.5,My Super,300 g
682,MS sweet and spice peppers 200 g,Basic packaged foods-Freezer,Jar and Canned food,Jar,2.3,My Super,200 g
683,MS sun dried tomato jar 250 g,Basic packaged foods-Freezer,Jar and Canned food,Jar,2.6,My Super,250 g
684,MS pickles 300 g,Basic packaged foods-Freezer,Jar and Canned food,Jar,2,My Super,300 g
685,MS pickled sour cabbage 200 g,Basic packaged foods-Freezer,Jar and Canned food,Jar,2.1,My Super,200 g
686,MS olives 500 g,Basic packaged foods-Freezer,Jar and Canned food,Jar,5,My Super,500 g
687,MS olives 250 g,Basic packaged foods-Freezer,Jar and Canned food,Jar,3,My Super,250 g
688,BUMMARO tomato puree 100 g,Basic packaged foods-Freezer,Jar and Canned food,Canning,0.6,BUMMARO,100 g
689,BUMMARO tomato passata 250 g,Basic packaged foods-Freezer,Jar and Canned food,Canning,1,BUMMARO,250 g
690,BUMMARO tomato chopped 400 g,Basic packaged foods-Freezer,Jar and Canned food,Canning,1.2,BUMMARO,400 g
691,BIO MARE tuna in oil 100 g,Basic packaged foods-Freezer,Jar and Canned food,Canning,2,BIO MARE,100 g
692,BIO MARE tuna in water 100 g,Basic packaged foods-Freezer,Jar and Canned food,Canning,1.9,BIO MARE,100 g
693,BUSTONA sweet corn 140 g,Basic packaged foods-Freezer,Jar and Canned food,Canning,1,BUSTONA,140 g
694,BUSTONA mushroom chopped 120 g,Basic packaged foods-Freezer,Jar and Canned food,Canning,1.1,BUSTONA,120 g
695,BIO MARE tuna salad 200 g,Basic packaged foods-Freezer,Jar and Canned food,Canning,2,BIO MARE,200 g
696,BUSTONA red beans 250 g,Basic packaged foods-Freezer,Jar and Canned food,Canning,1.5,BUSTONA,250 g
697,BIO MARE sardene in oil 100 g,Basic packaged foods-Freezer,Jar and Canned food,Canning,2,BIO MARE,100 g
698,MS cabbage roll 250 g,Basic packaged foods-Freezer,Jar and Canned food,Canning,2,My Super,250 g
699,MS luncheon meat in a can 200 g,Basic packaged foods-Freezer,Jar and Canned food,Canning,3,My Super,200 g
700,BIO MARE squid in oil 220 g,Basic packaged foods-Freezer,Jar and Canned food,Canning,4,BIO MARE,220 g
701,MS all purpose flour 1 kg,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Flour,0.7,My Super,1 kg
702,ABATINI all purpose flour 1 kg,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Flour,1,ABATINI,1 kg
703,MS hard flour 1 kg,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Flour,0.6,My Super,1 kg
704,ABATINI hard flour 1 kg,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Flour,0.9,ABATINI,1 kg
705,MS soft flour 1 kg,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Flour,0.8,My Super,1 kg
706,ABATINI soft flour 1 kg,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Flour,1.2,ABATINI,1 kg
707,ABATINI hard flour bio 1 kg,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Flour,1.5,ABATINI,1 kg
708,ABATINI soft flour bio 1 kg,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Flour,1.5,ABATINI,1 kg
709,MS farina 1 kg,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Flour,1,My Super,1 kg
710,ABATINI farina 1 kg,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Flour,1.2,ABATINI,1 kg
711,ABATINI farina vanilla 1 kg,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Flour,1.2,ABATINI,1 kg
712,ABATINI farina orange 1 kg,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Flour,1.3,ABATINI,1 kg
713,MS white sugar 1 kg,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Sugar,1,My Super,1 kg
714,MS brown sugar 1 kg,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Sugar,1.2,My Super,1 kg
715,MS black sugar 1 kg,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Sugar,1.2,My Super,1 kg
716,MS icing sugar 400 g,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Sugar,0.8,My Super,400 g
717,MS brown raw sugar 500 g,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Sugar,1,My Super,500 g
718,MS sugar substitute 100 g,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Sugar,0.5,My Super,100 g
719,MS sugar substitute stevia  60 ml,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Sugar,1,My Super,60 ml
720,MS semolina thin 500 g,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Pastry,1,My Super,500 g
721,MS semolina thick 500 g,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Pastry,1,My Super,500 g
722,MS vanilla 5 x 1.5 g,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Pastry,0.4,My Super,7.5 g
723,BIOTIS baking chocolate 100 g,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Pastry,1.5,BIOTIS,100 g
724,BIOTIS baking powder 3 x 20 g,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Pastry,0.3,BIOTIS,60 g
725,BIOTIS instant yeast 3 x 8 g,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Pastry,0.4,BIOTIS,24 g
726,BIOTIS baking chocolate liquid drops 100 g,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Pastry,1.9,BIOTIS,100 g
727,BIOTIS cornflour 200 g,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Pastry,1.2,BIOTIS,200 g
728,MS sesami 50 g,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Pastry,0.6,My Super,50 g
729,MS dry yeast 3 x 8 g,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Pastry,0.5,My Super,24 g
730,BIOTIS dry yeast 3 x 8 g,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Pastry,0.6,BIOTIS,24 g
731,NESLE baking chocolate 170 g,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Pastry,2,NESLE,170 g
732,MS cornflour 200 g,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Pastry,1,My Super,200 g
733,BIOTIS maple syrup 250 ml,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Pastry,6,BIOTIS,250 ml
734,BIOTIS agave syrup 250 ml,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Pastry,4,BIOTIS,250 ml
735,MS baking soda 40 g,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Pastry,0.5,My Super,40 g
736,MS food coloring 30 g,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Pastry,0.8,My Super,30 g
737,MS chocolate syrup 300 g,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Pastry,2.5,My Super,300 g
738,MS caramel syrup 300 g,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Pastry,2.5,My Super,300 g
739,MS strawberry syrup 300 g,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Pastry,2.5,My Super,300 g
740,MS corn syrup 300 g,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Pastry,2.5,My Super,300 g
741,MS maraschino cherries 200 g,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Pastry,4,My Super,200 g
742,BIOTIS brownies mixture 300 g,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Pastry,1.7,BIOTIS,300 g
743,BIOTIS waffle mixture 300 g,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Pastry,1.6,BIOTIS,300 g
744,BIOTIS pancakes mixture 300 g,Basic packaged foods-Freezer,Flour-Sugar-Pastry,Pastry,1.7,BIOTIS,300 g
